ID,Kategorie,Abschnitt,Bezeichnung,Stufe/Klasse,Meilenstein (Vorschlag),Status,Blockiert durch
MEM-rms,Reservierter Membername,2.5,rms,,M0 (Parser/MIR-Entwurf),fertig,
MEM-last,Reservierter Membername,2.5,last,,M0 (Parser/MIR-Entwurf),fertig,
MEM-transpose,Reservierter Membername,2.5,transpose,,M0 (Parser/MIR-Entwurf),definiert,
MEM-inv,Reservierter Membername,2.5,inv,,M0 (Parser/MIR-Entwurf),definiert,
MEM-det,Reservierter Membername,2.5,det,,M0 (Parser/MIR-Entwurf),definiert,
MEM-solve,Reservierter Membername,2.5,solve,,M0 (Parser/MIR-Entwurf),definiert,
MEM-cholesky,Reservierter Membername,2.5,cholesky,,M0 (Parser/MIR-Entwurf),definiert,
MEM-decode,Reservierter Membername,2.5,decode,,M0 (Parser/MIR-Entwurf),fertig,
MEM-encode,Reservierter Membername,2.5,encode,,M0 (Parser/MIR-Entwurf),fertig,
MEM-default,Reservierter Membername,2.5,default,,M0 (Parser/MIR-Entwurf),fertig,
MEM-push,Reservierter Membername,2.5,push,,M0 (Parser/MIR-Entwurf),fertig,
MEM-append,Reservierter Membername,2.5,append,,M3,fertig,
MEM-get,Reservierter Membername,2.5,get,,M0 (Parser/MIR-Entwurf),fertig,
MEM-insert,Reservierter Membername,2.5,insert,,M0 (Parser/MIR-Entwurf),definiert,
MEM-remove,Reservierter Membername,2.5,remove,,M0 (Parser/MIR-Entwurf),definiert,
MEM-clear,Reservierter Membername,2.5,clear,,M0 (Parser/MIR-Entwurf),fertig,
MEM-skip,Reservierter Membername,2.5,skip,,M0 (Parser/MIR-Entwurf),fertig,
MEM-starts_with,Reservierter Membername,2.5,starts_with,,M0 (Parser/MIR-Entwurf),fertig,
MEM-contains,Reservierter Membername,2.5,contains,,M0 (Parser/MIR-Entwurf),fertig,
MEM-armed,Reservierter Membername,2.5,armed,,M0 (Parser/MIR-Entwurf),definiert,
MEM-fired,Reservierter Membername,2.5,fired,,M0 (Parser/MIR-Entwurf),definiert,
MEM-pre,Reservierter Membername,2.5,pre,,M0 (Parser/MIR-Entwurf),definiert,
MEM-post,Reservierter Membername,2.5,post,,M0 (Parser/MIR-Entwurf),definiert,
MEM-samples,Reservierter Membername,2.5,samples,,M0 (Parser/MIR-Entwurf),definiert,
MEM-rate,Reservierter Membername,2.5,rate,,M0 (Parser/MIR-Entwurf),definiert,
MEM-remaining,Reservierter Membername,2.5,remaining,,M0 (Parser/MIR-Entwurf),definiert,
MEM-truncated,Reservierter Membername,2.5,truncated,,M0 (Parser/MIR-Entwurf),fertig,
MEM-reset,Reservierter Membername,2.5,reset,,M0 (Parser/MIR-Entwurf),fertig,
SC-1,Statische Prüfung,10,"Tokenizer/Parser (Einrückung, Grammatik)",F,M3 (Gate),fertig,
SC-2,Statische Prüfung,10,"Namensauflösung, Modul-Linking, Namenskonventionen",F / W,M3 (Gate),fertig,
SC-3,Statische Prüfung,10,"Typ- und Einheiteninferenz, affine Regeln, Duration-Regeln",F,M3 (Gate),fertig,
SC-4,Statische Prüfung,10,"Intervallanalyse: Ranges, Division, Overflow, Index; implizite Prüfungen",W bei jeder eingefügten Laufzeitprüfung (außer i64-Overflow),M3 (Gate),fertig,
SC-5,Statische Prüfung,10,Validitäts-Dominanz für Channel-Lesen,— (impliziter Check ist Default),M3 (Gate),fertig,
SC-6,Statische Prüfung,10,Definite Assignment,F,M3 (Gate),fertig,
SC-7,Statische Prüfung,10,Single-Writer für Outputs und `pub var`; Channel-Richtung; jede `hw`-Adresse höchstens einmal gebunden,F,M3 (Gate),fertig,
SC-8,Statische Prüfung,10,"Maschinen: eindeutige Zustandsnamen, `initial` vorhanden, Ziele existieren, Transitionsblöcke enden mit `->`, Aktionsblock-Einschränkungen (5.5)",F,M3 (Gate),fertig,
SC-9,Statische Prüfung,10,Fault-Wald azyklisch; `FAULTED` erreichbar; Guards der Transitionen aus `FAULTED` ohne implizite Prüfungen,F,M3 (Gate),fertig,
SC-10,Statische Prüfung,10,Erreichbarkeit von Zuständen; tote Transitionen (Guard statisch false); Zustände ohne Ausgang außer `FAULTED`/`DONE`-artige,W,M3 (Gate),fertig,
SC-11,Statische Prüfung,10,Terminierung: `for`-Schranken konstant; Aufrufgraph azyklisch; Block-`step` ≤ 1 pro Instanz und Tick,F,M3 (Gate),fertig,
SC-12,Statische Prüfung,10,Kostenbudget je Maschine (9.4.3) und Schedulability (7.2); Stack-Schranke,F mit Vorschlag,M5 (Embedded),teilweise,TTL-Adapter (PA9) — nur die Messung; die Rechnung steht
SC-13,Statische Prüfung,10,Simulation: jeder `hw`-Input hat im Sim-Build eine `sim`-Quelle,F,M3 (Gate),fertig,
SC-14,Statische Prüfung,10,Zeit: `after`/`wait` nicht Vielfaches der Periode; `until` ohne Timeout,W,M3 (Gate),fertig,
SC-15,Statische Prüfung,10,"Outputs ohne Schreiber in irgendeinem Zustand; Inputs, die nie gelesen werden",W,M3 (Gate),fertig,
SC-16,Statische Prüfung,10,"Format-Strings: Platzhalter existieren, Typen formatierbar, Puffergröße",F,M3 (Gate),fertig,
SC-17,Statische Prüfung,10,Streams: `MAXPT * n_m <= CAP` je Konsument; Konsumentenmenge statisch; Elementtyp zulässig; `wake`-Attribute,F,M3 (Gate),fertig,
SC-18,Statische Prüfung,10,"Muster: Wohlgeformtheit, Mehrdeutigkeitsregel (8.7), Capture-Typen; Record-Muster nur mit konstanten Feldwerten",F,M3 (Gate),fertig,
SC-19,Statische Prüfung,10,`match` erschöpfend; Variantenfelder vollständig gebunden,F,M3 (Gate),fertig,
SC-20,Statische Prüfung,10,`send`: statische Summe der Höchstlängen je Aktivierung ≤ `capacity`,F,M3 (Gate),fertig,
SC-21,Statische Prüfung,10,`at`/`pulse`: Block enthält nur Zuweisungen an skalare Outputs; `T` vom Typ Duration; K_o,F,M3 (Gate),fertig,
SC-22,Statische Prüfung,10,"`idle`: keine `loop:`/Handler in Zustand und Vorfahren; Guards nur über Wake-Quellen, Konstanten, Params, Maschinenvariablen",F,M5 (Embedded),fertig,
SC-23,Statische Prüfung,10,"`persist`: POD-Typ, Maschinenebene, nicht in Szenarien; Typ-Hash stabil",F,M5 (Embedded),fertig,
SC-24,Statische Prüfung,10,"Shift-Beträge, `as`-Konversionen, `vec`-Indizes, Slices: Range beweisbar oder impliziter Check",W,M3 (Gate),fertig,
SC-25,Statische Prüfung,10,"Zustandslokale und gehobene Variablen (Sequenz-`var`, Captures): Definite Assignment je Eintritt",F,M3 (Gate),teilweise,
SC-26,Statische Prüfung,10,Szenarien schreiben nur `sim`-Outputs; Single-Writer gegenüber Modellmaschinen,F,M3 (Gate),fertig,
SC-27,Statische Prüfung,10,`every d:` nur in `loop:`; `on`-Handler nur auf deklarierten Streams,F,M3 (Gate),fertig,
SC-28,Statische Prüfung,10,"`at` auf einen Output mit gemessenem `jitter >= T0` („tick-granular"", 7.5); deklarierte `jitter`-Anforderung größer als gemessener Wert erfüllt, sonst Fehler (8.1)",W / F,M6 (mit 8.10),teilweise,TTL-Adapter (PA9) — nur die Messung; die Rechnung steht
SC-29,Statische Prüfung,10,Kampagne: Sweep-Schritt eines in `at` verwendeten Parameters ≥ `2 * jitter` (13.7),F,M6 (mit 8.10),definiert,TTL-Adapter (PA9) — nur die Messung; die Rechnung kommt mit den Kampagnen (plan/m6.md Schritt 13)
SC-30,Statische Prüfung,10,"`mat`: Formprüfung bei `+ - *`, `inv`/`solve` nur quadratisch, R, C ≤ 16, Indizes in Range (3.11)",F,M3 (Gate),definiert,
SC-31,Statische Prüfung,10,"Native Funktionen: nur die kuratierte Menge (v1), `cost`, `stack` und `total` deklariert, Argumente fester Größe (4.5)",F,M3 (Gate),fertig,
SC-32,Statische Prüfung,10,"Schedulability mit Abort-Phase, klassenweise: `Σ_c (Peak_c + Σ F_m,c) · c_target[c] ≤ T₀ − T_IO` (7.2); `tick_source` existiert in der Hardware-Konfiguration",F,M5 (Embedded),teilweise,TTL-Adapter (PA9) — nur die Messung; die Rechnung steht
SC-33,Statische Prüfung,10,"`follows`: Kanten azyklisch; Follower liest nur gefolgte Maschinen frisch; keine frischen Lesevorgänge in Aktionsblöcken der Abort-Phase (7.2). **Warnung**, wenn ein Follower eine gefolgte Größe liest, die auch auf seinem Fault-Pfad vorkommt: Dort gilt Ψ_k statt des frischen Werts, die Bedeutung wechselt also still zwischen Schritt- und Abort-Phase (5.4)",F / W,M3 (Gate),fertig,
SC-34,Statische Prüfung,10,"Dimensionierte Matrizen: Einheitentupel passen (Produkt, Addition, Inverse), Literale bilden ein äußeres Produkt, variable Indizes nur bei gleichen Einheiten (3.11)",F,M3 (Gate),definiert,
SC-35,Statische Prüfung,10,"`tunable param` nicht in Compile-Zeit-Konstanten (Array-Größen, Kapazitäten, `repeat`) (8.4)",F,M3 (Gate),fertig,
SC-36,Statische Prüfung,10,`check … for d` / `alert … for d`: `d >= P_m`; Rundung auf Perioden mit effektivem Wert (5.6),W,M3 (Gate),fertig,
SC-37,Statische Prüfung,10,`len_field`: verweist auf ein vorangehendes Integer-Feld; statische Obergrenze des Feldes (3.7),F,M3 (Gate),fertig,
SC-38,Statische Prüfung,10,"Einheiten auf Integern: `.to()` nur bei ganzzahligem Faktor, sonst `.to_float()` (3.2)",F,M6 (frueh),fertig,
SC-39,Statische Prüfung,10,"Speicherbudget aller `baremetal`- und `rtos`-Profile: `takt size` (11.5) ≤ `ram`/`flash`/`iram` der Hardware-Konfiguration, aufgeschlüsselt; auf Targets mit XIP-Flash zusätzlich RAM-Residenz von Code und tick-gelesenen Konstanten (12.3); `debounce`-Haltedauer im Report",F,M6 (mit 8.10),teilweise,
SC-40,Statische Prüfung,10,"Performance-Lint: `int` ohne Range in Schleifen und Regelpfaden auf 32-Bit-Zielen, mit Kostenanteil (3.4)",W,M3 (Gate),fertig,
SC-41,Statische Prüfung,10,"Performance-Lint: `float = f64` auf Zielen ohne f64-Hardware, mit Kostenanteil der f64-Operationen; Vorschlag `system: float = f32` (4.2)",W,M3 (Gate),fertig,
SC-42,Statische Prüfung,10,"Lint: Matrizen über 16×16 (Kosten n³, Scratch n²·8 Byte) (3.11); `expect_len < N` schwächt Lemma 9.6.1 zur deklarierten Annahme (8.6)",W,M3 (Gate),definiert,
SC-43,Statische Prüfung,10,Interne Streams: genau ein Schreiber; `send` nur aus dessen Maschine; Kapazitäten wie 17 mit MAXPT = statische Höchstzahl von `send` je Aktivierung des Schreibers (8.6),F,M3 (Gate),fertig,
SC-44,Statische Prüfung,10,"Jobs: höchstens K_j je Maschine, Argumente fester Größe, Handle zustandslokal oder Maschinenvariable; `duration` deklariert (4.5)",F,M3 (Gate),fertig,
SC-45,Statische Prüfung,10,`T!E`: Dominanz durch `.ok` oder `check r.ok`; `match` über `OK`/`ERR` erschöpfend (3.8),F,M3 (Gate),fertig,
SC-46,Statische Prüfung,10,"`layout`: Offsets überlappen nicht, Bitfelder innerhalb ihres Trägerfelds, Konstantenfelder passen zur Breite, Diskriminanten eindeutig (3.7)",F,M3 (Gate),fertig,
SC-47,Statische Prüfung,10,"`inout`: kein Aliasing (ein Argument höchstens einmal, nicht zugleich als weiteres Argument) (3.9)",F,M3 (Gate),fertig,
SC-48,Statische Prüfung,10,`irreversible`-Outputs: Zuweisung nur in Sequenzen unmittelbar nach `expect`; Szenario-Abdeckung Pflicht (12.7),F,M3 (Gate),fertig,
SC-49,Statische Prüfung,10,Edition fehlt (2.5),W (Zertifizierungsmodus: F),M3 (Gate),fertig,
SC-50,Statische Prüfung,10,Reservierte Wörter als Bezeichner; reservierte Membernamen als Feld- oder Variantennamen (2.5),F,M3 (Gate),fertig,
SC-51,Statische Prüfung,10,`match` über offene Enums ohne `case _` (2.5),F,M3 (Gate),fertig,
SC-52,Statische Prüfung,10,Generics: genau eine Fähigkeit je Typvariable; Instanziierungsgraph azyklisch; `const`-Variablen nur in Typen und `range` (3.12),F,M3 (Gate),teilweise,
SC-53,Statische Prüfung,10,Gescopte Instanzen: Single-Writer global; keine Instanzen in `idle`-Zuständen; kein (mittelbares) Selbst-Scoping (5.11),F,M3 (Gate),definiert,
SC-54,Statische Prüfung,10,`resume` nur an Zuständen mit Kindern; Fault-Ziele werden über `initial` betreten (5.12),F,M3 (Gate),definiert,
SC-55,Statische Prüfung,10,Trigger: Guard und Outputs knotenlokal; `arm`/`disarm` nur aus der deklarierenden Maschine (7.5),F,M3 (Gate),definiert,
SC-56,Statische Prüfung,10,"`property`: nur lesend, alle Zeitoperatoren beschränkt (13.3)",F,M3 (Gate),definiert,
SC-57,Statische Prüfung,10,`map`: Schlüssel POD mit Gleichheit (3.9),F,M3 (Gate),fertig,
SC-58,Statische Prüfung,10,Knoten (12.9): `follows` knotenlokal; `hops` aus der Topologie berechenbar; Knotentick Vielfaches von `system.tick`,F,M3 (Gate),definiert,
SC-59,Statische Prüfung,10,"Treiberstufe (15, v1.2): Ein gepolltes Gerät läuft zwischen zwei Ticks nicht über — `fifo_depth[d] / byte_rate[d] >= P_m + jitter[tick_source] + wcet_poll[d]`, alle vier Größen aus der Hardware-Konfiguration (8.10) beziehungsweise der Konformitätsmessung (13.8). Fehlt eine, ist die Prüfung nicht entscheidbar: Sie verlangt die Messung oder die ausdrückliche Freigabe `with polling = unchecked`, die im Lauf-Header erscheint. Verletzung nennt drei Auswege: Periode senken, Gerät in die TCB geben (12.6), oder DMA statt Polling",F,M8 (mit port),offen,
SC-60,Statische Prüfung,10,"Channel-Bindung gegen die Hardware-Konfiguration (8.10): Einheit, Skalierung und Range eines `@ hw(…)`-Channels stimmen mit der Konfiguration überein. Ein Programm, das `float[bar]` bindet, während die Konfiguration `psi` führt, ist sonst unentdeckt — die Einheitenrechnung aus 3.2 endet am Channel-Rand. Fehlt die Konfiguration, entfällt die Prüfung (keine Eingabe, kein Urteil)",F,M6 (mit 8.10),fertig,
SC-61,Statische Prüfung,10,"`check c, ""…"" within d`: Die gerechnete Safe-State-Latenz (Satz 9.4.5) hält die geforderte Frist ein. Verglichen wird in Ticks (`d / T₀`); die Meldung nennt die Aufschlüsselung nach Erkennung, Bestätigung, Fault-Pfad und Commit, weil die Zahl sonst nicht zu verbessern ist",F,M3 (Gate),fertig,
SC-62,Statische Prüfung,10,"`machine … with budget = {ram = …}`: Der gerechnete Speicher der Maschine (11.5, mit Overlay) liegt im deklarierten Budget. `wcet` braucht die Kalibrierung (13.8) und meldet bis dahin seine Stufe",F,M3 (Gate),fertig,
SC-63,Statische Prüfung,10,"Zwei Lints ohne eigene Syntax: (a) `alert` und `check` mit **derselben** Bedingung im selben Block — die Polaritaet ist entgegengesetzt gemeint (5.6), und weil beide Zeilen gleich aussehen, faellt die Verwechslung sonst niemandem auf; (b) ein `profile`, das einen `param` nicht nennt — er nimmt still seinen Default, und das ist beim Lesen nicht von der Absicht zu unterscheiden (4.6)",W,M3 (Gate),fertig,
OBL-T1,Beweisverpflichtung,9.4.2,T1,,M1/M2 (Interpreter),rationale,
OBL-T2,Beweisverpflichtung,9.4.2,T2,,M1/M2 (Interpreter),fertig,
OBL-T3,Beweisverpflichtung,9.4.2,T3,,M1/M2 (Interpreter),fertig,
OBL-T4,Beweisverpflichtung,9.4.2,T4,,M1/M2 (Interpreter),fertig,
OBL-T5,Beweisverpflichtung,9.4.2,T5,,M1/M2 (Interpreter),fertig,
OBL-T6,Beweisverpflichtung,9.4.2,T6,,M1/M2 (Interpreter),fertig,
OBL-T7,Beweisverpflichtung,9.4.2,T7,,M1/M2 (Interpreter),fertig,
OBL-T8,Beweisverpflichtung,9.4.2,T8,,M1/M2 (Interpreter),fertig,
OBL-T9,Beweisverpflichtung,9.4.2,T9,,M1/M2 (Interpreter),fertig,
OBL-T10,Beweisverpflichtung,9.4.2,T10,,M1/M2 (Interpreter),fertig,
OBL-T11,Beweisverpflichtung,9.4.2,T11,,M1/M2 (Interpreter),fertig,
OBL-T12,Beweisverpflichtung,9.4.2,T12,,M6 (v1.1),offen,
OBL-T13,Beweisverpflichtung,9.4.2,T13,,M1/M2 (Interpreter),fertig,
OBL-T14,Beweisverpflichtung,9.4.2,T14,,M1/M2 (Interpreter),fertig,
OBL-T15,Beweisverpflichtung,9.4.2,T15,,M1/M2 (Interpreter),fertig,
OBL-T16,Beweisverpflichtung,9.4.2,T16,,M6 (v1.1),offen,
PAR-1.4-Inputs,Absatz/Regel,1.4,Inputs,,M0 (Parser/MIR-Entwurf),fertig,
PAR-1.4-Outputs,Absatz/Regel,1.4,Outputs,,M0 (Parser/MIR-Entwurf),fertig,
PAR-1.4-Veröffentlichte_Variablen,Absatz/Regel,1.4,Veröffentlichte Variablen,,M0 (Parser/MIR-Entwurf),fertig,
PAR-1.4-Commands,Absatz/Regel,1.4,Commands,,M0 (Parser/MIR-Entwurf),fertig,
PAR-1.4-Ereignisströme,Absatz/Regel,1.4,Ereignisströme,,M0 (Parser/MIR-Entwurf),fertig,
PAR-1.4-Geplante_Ausgaben,Absatz/Regel,1.4,Geplante Ausgaben,,M0 (Parser/MIR-Entwurf),fertig,
PAR-1.4-Abort_Phase,Absatz/Regel,1.4,Abort-Phase,,M0 (Parser/MIR-Entwurf),fertig,
PAR-1.4-Defensiver_Treiberrand,Absatz/Regel,1.4,Defensiver Treiberrand,,M0 (Parser/MIR-Entwurf),fertig,
PAR-1.4-follows,Absatz/Regel,1.4,`follows`,,M0 (Parser/MIR-Entwurf),fertig,
PAR-1.4-Tunables,Absatz/Regel,1.4,Tunables,,M0 (Parser/MIR-Entwurf),fertig,
PAR-2.2-Regel,Absatz/Regel,2.2,Regel,,M0 (Parser/MIR-Entwurf),fertig,
PAR-2.5-Edition,Absatz/Regel,2.5,Edition,,M0 (Parser/MIR-Entwurf),fertig,
PAR-2.5-Reservierte_Wörter,Absatz/Regel,2.5,Reservierte Wörter,,M0 (Parser/MIR-Entwurf),fertig,
PAR-2.5-Reservierte_Membernamen,Absatz/Regel,2.5,Reservierte Membernamen,,M0 (Parser/MIR-Entwurf),fertig,
PAR-2.5-Offene_Enums,Absatz/Regel,2.5,Offene Enums,,M0 (Parser/MIR-Entwurf),fertig,
PAR-2.5-Verdeckung_und_Additivität,Absatz/Regel,2.5,Verdeckung und Additivität,,M0 (Parser/MIR-Entwurf),fertig,
PAR-2.5-Operator_Metadaten_v1.1,Absatz/Regel,2.5,Operator-Metadaten (v1.1),v1.1,M6,offen,
PAR-3.2-Modell,Absatz/Regel,3.2,Modell,,M1 (Kernsemantik),teilweise,
PAR-3.2-Nominale_Semantik_Entscheidung,Absatz/Regel,3.2,Nominale Semantik (Entscheidung),,M1 (Kernsemantik),teilweise,
PAR-3.2-Vordefinierte_Einheiten,Absatz/Regel,3.2,Vordefinierte Einheiten,,M1 (Kernsemantik),teilweise,
PAR-3.2-Entdimensionieren,Absatz/Regel,3.2,Entdimensionieren,,M1 (Kernsemantik),fertig,
PAR-3.2-Einheiten_auf_Integern_v1.1,Absatz/Regel,3.2,Einheiten auf Integern (v1.1),v1.1,M6,fertig,
PAR-3.2-Unit_Polymorphie_in_Funktionen_und_Blöcken,Absatz/Regel,3.2,Unit-Polymorphie in Funktionen und Blöcken,,M1 (Kernsemantik),teilweise,
PAR-3.2-Affine_Einheiten,Absatz/Regel,3.2,Affine Einheiten,,M1 (Kernsemantik),teilweise,
PAR-3.3-Lexikalische_Regel,Absatz/Regel,3.3,Lexikalische Regel,,M1 (Kernsemantik),fertig,
PAR-3.4-Ranges_sind_Tick_Rand_Invarianten,Absatz/Regel,3.4,Ranges sind Tick-Rand-Invarianten,,M1 (Kernsemantik),teilweise,
PAR-3.4-Warnpolitik_und_Idiom,Absatz/Regel,3.4,Warnpolitik und Idiom,,M1 (Kernsemantik),teilweise,
PAR-3.4-Oktagone_v1.1,Absatz/Regel,3.4,Oktagone (v1.1),v1.1,M6,offen,
PAR-3.4-Darstellungsverengung,Absatz/Regel,3.4,Darstellungsverengung,,M1 (Kernsemantik),fertig,
PAR-3.5-Implizite_Validitätsprüfung_Entscheidung,Absatz/Regel,3.5,Implizite Validitätsprüfung (Entscheidung),,M1 (Kernsemantik),teilweise,
PAR-3.5-Rand_Durchsetzung,Absatz/Regel,3.5,Rand-Durchsetzung,,M1 (Kernsemantik),fertig,
PAR-3.5-Entprellte_Qualität,Absatz/Regel,3.5,Entprellte Qualität,,M1 (Kernsemantik),fertig,
PAR-3.7-Drahtformat_Details,Absatz/Regel,3.7,Drahtformat-Details,,M1 (Kernsemantik),fertig,
PAR-3.7-default,Absatz/Regel,3.7,`default`,,M1 (Kernsemantik),teilweise,
PAR-3.7-Records_als_Konstanten_Arrays_von_Records_als_Gerätetabellen,Absatz/Regel,3.7,"Records als Konstanten, Arrays von Records als Gerätetabellen",,M1 (Kernsemantik),fertig,
PAR-3.8-Ergebnis_mit_Fehlercode_T_E,Absatz/Regel,3.8,Ergebnis mit Fehlercode `T!E`,,M1 (Kernsemantik),fertig,
PAR-3.9-inout_Parameter,Absatz/Regel,3.9,`inout`-Parameter,,M1 (Kernsemantik),fertig,
PAR-3.9-Backpatching_einen_Rahmen_zusammensetzen,Absatz/Regel,3.9,Backpatching: einen Rahmen zusammensetzen,,M1 (Kernsemantik),fertig,
PAR-3.11-Uniforme_Form_v1,Absatz/Regel,3.11,Uniforme Form (v1),,M6 (v1.1),offen,
PAR-3.11-Dimensionierte_Form_v1.1,Absatz/Regel,3.11,Dimensionierte Form (v1.1),v1.1,M6,offen,
PAR-4.2-Breite_von_float,Absatz/Regel,4.2,Breite von `float`,,M1 (Kernsemantik),fertig,
PAR-4.2-FPU_im_IEEE_Modus,Absatz/Regel,4.2,FPU im IEEE-Modus,,M1 (Kernsemantik),teilweise,
PAR-4.2-fma,Absatz/Regel,4.2,`fma`,,M1 (Kernsemantik),fertig,
PAR-4.2-Reduktionen,Absatz/Regel,4.2,Reduktionen,,M1 (Kernsemantik),fertig,
PAR-4.2-Subnormale_in_Zuständen,Absatz/Regel,4.2,Subnormale in Zuständen,,M1 (Kernsemantik),teilweise,
PAR-4.4-Das_Ergebnisziel_ist_optional,Absatz/Regel,4.4,Das Ergebnisziel ist optional,,M1 (Kernsemantik),fertig,
PAR-4.5-Chunk_Natives,Absatz/Regel,4.5,Chunk-Natives,,M1 (Kernsemantik),fertig,
PAR-4.5-Jobs,Absatz/Regel,4.5,Jobs,,M6 (v1.1),fertig,
PAR-5.1-Richtlinie_für_Regelkreise,Absatz/Regel,5.1,Richtlinie für Regelkreise,,M6 (stdlib),offen,
PAR-5.3-Statische_Regel,Absatz/Regel,5.3,Statische Regel:,,M1 (Kernsemantik),fertig,
PAR-5.6-Interlock,Absatz/Regel,5.6,Interlock,,M1 (Kernsemantik),fertig,
PAR-5.6-Permissive,Absatz/Regel,5.6,Permissive,,M6 (stdlib),offen,
PAR-5.6-Alert,Absatz/Regel,5.6,Alert,,M1 (Kernsemantik),fertig,
PAR-5.6-Alerts_in_Schleifen,Absatz/Regel,5.6,Alerts in Schleifen,,M1 (Kernsemantik),fertig,
PAR-5.6-Bestätigungszeit,Absatz/Regel,5.6,Bestätigungszeit,,M1 (Kernsemantik),fertig,
PAR-5.6-Geforderte_Latenz,Absatz/Regel,5.6,Geforderte Latenz,,M6 (mit 8.10),offen,
PAR-5.6-Beobachtung_und_Steuerung,Absatz/Regel,5.6,Beobachtung und Steuerung,,M1 (Kernsemantik),fertig,
PAR-5.9-Journal_Anforderungen,Absatz/Regel,5.9,Journal-Anforderungen,,M5 (Embedded),fertig,
PAR-5.10-Statische_Regeln,Absatz/Regel,5.10,Statische Regeln,,M5 (Embedded),fertig,
PAR-5.10-Nicht_Wake_Streams_in_idle,Absatz/Regel,5.10,Nicht-Wake-Streams in `idle`,,M5 (Embedded),fertig,
PAR-5.10-Systemschlaf,Absatz/Regel,5.10,Systemschlaf,,M5 (Embedded),fertig,
PAR-7.1-Tick_Quelle,Absatz/Regel,7.1,Tick-Quelle,,M1 (Kernsemantik),fertig,
PAR-7.2-follows_v1.1,Absatz/Regel,7.2,`follows` (v1.1),v1.1,M6,fertig,
PAR-7.2-Budget_je_Maschine,Absatz/Regel,7.2,Budget je Maschine,,M1 (Kernsemantik),fertig,
PAR-7.5-Zeitgestempelte_Eingaben,Absatz/Regel,7.5,Zeitgestempelte Eingaben,,M1 (Kernsemantik),fertig,
PAR-7.5-Geplante_Ausgaben,Absatz/Regel,7.5,Geplante Ausgaben,,M1 (Kernsemantik),fertig,
PAR-7.5-Latenzformel,Absatz/Regel,7.5,Latenzformel,,M1 (Kernsemantik),fertig,
PAR-7.5-Präzision,Absatz/Regel,7.5,Präzision,,M5 (Embedded),offen,TTL-Adapter (PA9)
PAR-7.5-Trigger_v1.2_Regeln_auf_dem_I_O_Knoten,Absatz/Regel,7.5,Trigger (v1.2): Regeln auf dem I/O-Knoten,v1.2,M8,offen,
PAR-8.3-Sim_Build,Absatz/Regel,8.3,Sim-Build:,,M2 (Ströme),fertig,
PAR-8.3-Plant_Modelle,Absatz/Regel,8.3,Plant-Modelle,,M2 (Ströme),fertig,
PAR-8.3-HIL_Umschaltung,Absatz/Regel,8.3,HIL-Umschaltung:,,M2 (Ströme),teilweise,
PAR-8.3-Sim_Ausführung,Absatz/Regel,8.3,Sim-Ausführung,,M2 (Ströme),fertig,
PAR-8.4-Tunables_v1.1,Absatz/Regel,8.4,Tunables (v1.1),v1.1,M6,fertig,
PAR-8.6-Motivation,Absatz/Regel,8.6,Motivation,,M2 (Ströme),fertig,
PAR-8.6-Deklaration,Absatz/Regel,8.6,Deklaration,,M2 (Ströme),fertig,
PAR-8.6-Semantik_ASCII_formal_in_9.6,Absatz/Regel,8.6,"Semantik (ASCII, formal in 9.6)",,M2 (Ströme),fertig,
PAR-8.6-Statische_Prüfung,Absatz/Regel,8.6,Statische Prüfung,,M2 (Ströme),fertig,
PAR-8.6-Byte_Ring_für_Elemente_variabler_Länge,Absatz/Regel,8.6,Byte-Ring für Elemente variabler Länge,,M2 (Ströme),fertig,
PAR-8.6-Garantien,Absatz/Regel,8.6,Garantien,,M2 (Ströme),fertig,
PAR-8.6-Interne_Streams_Warteschlangen_zwischen_Maschinen,Absatz/Regel,8.6,Interne Streams (Warteschlangen zwischen Maschinen),,M2 (Ströme),fertig,
PAR-8.7-Motivation,Absatz/Regel,8.7,Motivation,,M2 (Ströme),fertig,
PAR-8.7-Musterliterale,Absatz/Regel,8.7,Musterliterale,,M2 (Ströme),fertig,
PAR-8.7-Record_Muster,Absatz/Regel,8.7,Record-Muster,,M2 (Ströme),fertig,
PAR-8.7-Operatoren,Absatz/Regel,8.7,Operatoren,,M2 (Ströme),fertig,
PAR-8.7-Handler,Absatz/Regel,8.7,Handler,,M2 (Ströme),fertig,
PAR-8.7-Sequenzen_und_Übergänge,Absatz/Regel,8.7,Sequenzen und Übergänge,,M2 (Ströme),fertig,
PAR-8.7-Garantien_und_Budget,Absatz/Regel,8.7,Garantien und Budget,,M2 (Ströme),fertig,
PAR-8.7-Bindung_als_Wrapper,Absatz/Regel,8.7,"Bindung als Wrapper (Entscheidung, v0.2.9)",,M2 (Stroeme),fertig,
THM-Lemma-9.3.1,Satz/Lemma,9.3.1,Lemma 9.3.1,,M1/M2 (Interpreter),fertig,
THM-Satz-9.4.1,Satz/Lemma,9.4.1,Satz 9.4.1,,M1/M2 (Interpreter),fertig,
THM-Satz-9.4.2,Satz/Lemma,9.4.2,Satz 9.4.2,,M1/M2 (Interpreter),fertig,
THM-Satz-9.4.3,Satz/Lemma,9.4.3,Satz 9.4.3,,M1/M2 (Interpreter),fertig,
PAR-9.4-Bemerkung_Loop_Sprache,Absatz/Regel,9.4,Bemerkung (Loop-Sprache),,M1/M2 (Interpreter),rationale,
